5.481028421898891806e-02,4.917004760230695576e-02,4.308547424268186626e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.308547424268186626e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.378040060524054922e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.378040060524054922e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.378040060524054922e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.378040060524054922e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.378040060524054922e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.378040060524054922e-02,1.666666666666666574e-01
5.481028421898891806e-02,4.917004760230695576e-02,4.447533193830465609e-02,1.666666666666666574e-01
5.474722953481406945e-02,4.932682166712590299e-02,4.447533193830465609e-02,1.666666666666666574e-01
5.416397370619670248e-02,4.891350822351230726e-02,6.601806408914016877e-02,1.666666666666666574e-01
5.413244636410927124e-02,4.895151405740780920e-02,6.601806408914016877e-02,1.666666666666666574e-01
5.406939167993442263e-02,4.868072249090235615e-02,1.438498962237996781e-01,1.666666666666666574e-01
5.436890142976496393e-02,4.871872832479785809e-02,1.779013277532186244e-01,1.666666666666666574e-01
5.446348345602723684e-02,4.865696884471766570e-02,3.300903303867117056e-01,1.666666666666666574e-01
5.440042877185238823e-02,4.868072249090235615e-02,3.300903303867117056e-01,1.666666666666666574e-01
5.444771978498352816e-02,4.851444696760952996e-02,3.300903303867117056e-01,1.666666666666666574e-01
5.425855573245897540e-02,4.859520936463747331e-02,3.307852666902811878e-01,1.666666666666666574e-01
5.354919053549190427e-02,5.539350290269556137e-02,4.239054986832534455e-01,1.666666666666666574e-01
5.376988193010388134e-02,5.583056999249384755e-02,4.239054986832534455e-01,1.666666666666666574e-01
5.376988193010388134e-02,5.583056999249384755e-02,4.239054986832534455e-01,1.666666666666666574e-01
5.376988193010388134e-02,5.583056999249384755e-02,4.239054986832534455e-01,1.666666666666666574e-01
5.998076832132667041e-02,6.078558058662004299e-02,4.239054986832534455e-01,1.666666666666666574e-01
6.070589718933745021e-02,6.163121039079498542e-02,4.246004151048013431e-01,1.666666666666666574e-01
6.414237747686681035e-02,6.251959675810236927e-02,4.246004151048013431e-01,1.666666666666666574e-01
6.866655106641234019e-02,6.184024247722025303e-02,4.246004151048013431e-01,1.666666666666666574e-01
6.866655106641234019e-02,6.184024247722025303e-02,4.246004151048013431e-01,1.666666666666666574e-01
7.424689061588662931e-02,6.382604729826028833e-02,4.246004151048013431e-01,1.666666666666666574e-01
5.285558900956854878e-02,2.820507947970013474e-02,4.246004151048013431e-01,1.666666666666666574e-01
7.836120875829563626e-02,7.538932226096706213e-02,4.252953315263491851e-01,1.666666666666666574e-01
6.559263521288838383e-02,4.876148488793029950e-02,4.252953315263491851e-01,1.666666666666666574e-01
6.742122105395904896e-02,9.143728562334318966e-02,4.252953315263491851e-01,1.666666666666666574e-01
6.597096331793747548e-02,9.161781333434682040e-02,4.252953315263491851e-01,1.666666666666666574e-01
6.169900846509134701e-02,9.302877991771736632e-02,4.252953315263491851e-01,1.666666666666666574e-01
6.173053580717877825e-02,9.325206419185344542e-02,4.252953315263491851e-01,1.666666666666666574e-01
6.180935416239734248e-02,9.962279209858712625e-02,4.259902479478970272e-01,1.666666666666666574e-01
6.239260999101470945e-02,1.049863654070899849e-01,4.259902479478970272e-01,1.666666666666666574e-01
6.248719201727698236e-02,1.052666584320693238e-01,4.259902479478970272e-01,1.666666666666666574e-01
6.398474076642968189e-02,1.093142797419403844e-01,4.259902479478970272e-01,1.666666666666666574e-01
5.996500465028295479e-02,1.129628397959086678e-01,4.259902479478970272e-01,1.666666666666666574e-01
5.886154767722306946e-02,1.166399042252985879e-01,4.259902479478970272e-01,1.666666666666666574e-01
5.911376641392247083e-02,1.199654146911550978e-01,4.266852041334882051e-01,1.666666666666666574e-01
5.922411211122846630e-02,1.208205459538039123e-01,4.266852041334882051e-01,1.666666666666666574e-01
6.095811592603685852e-02,1.240890476688171623e-01,4.266852041334882051e-01,1.666666666666666574e-01
6.190393618865961539e-02,1.263408933271257251e-01,4.266852041334882051e-01,1.666666666666666574e-01
6.243990100414584243e-02,1.275998365749142494e-01,4.266852041334882051e-01,1.666666666666666574e-01
6.266059239875781950e-02,1.274715668855169182e-01,4.266852041334882051e-01,1.666666666666666574e-01
6.251871935936441360e-02,1.273955552177259143e-01,4.273801205550360471e-01,1.666666666666666574e-01
6.305468417485063370e-02,1.268539720847149943e-01,4.273801205550360471e-01,1.666666666666666574e-01
6.597096331793747548e-02,1.277281062643115805e-01,4.273801205550360471e-01,1.666666666666666574e-01
6.655421914655484938e-02,1.278088686613395031e-01,4.273801205550360471e-01,1.666666666666666574e-01
7.088922868357583340e-02,1.287447623210162817e-01,4.273801205550360471e-01,1.666666666666666574e-01
7.033750019704589074e-02,1.330536737389189372e-01,4.273801205550360471e-01,1.666666666666666574e-01
7.096804703879439069e-02,1.375336114093513307e-01,4.280750369765838892e-01,1.666666666666666574e-01
7.164588489367404445e-02,1.411489163586610585e-01,4.280750369765838892e-01,1.666666666666666574e-01
7.232372274855368433e-02,1.420420534552053748e-01,4.280750369765838892e-01,1.666666666666666574e-01
7.259170515629680132e-02,1.427214077360874911e-01,4.280750369765838892e-01,1.666666666666666574e-01
7.511389252329082888e-02,1.416144878238809746e-01,4.280750369765838892e-01,1.666666666666666574e-01
7.963806611283635872e-02,1.405455737455699461e-01,4.280750369765838892e-01,1.666666666666666574e-01
8.294843703201601470e-02,1.403650460345663153e-01,4.287699931621751226e-01,1.666666666666666574e-01
8.332676513706512023e-02,1.400039906125590261e-01,4.287699931621751226e-01,1.666666666666666574e-01
9.133471002727115706e-02,1.424696190865297751e-01,4.287699931621751226e-01,1.666666666666666574e-01
9.693081324778914099e-02,1.459376514294944138e-01,4.287699931621751226e-01,1.666666666666666574e-01
9.732490502388195519e-02,1.465029882086900381e-01,4.287699931621751226e-01,1.666666666666666574e-01
9.924807289121490017e-02,1.524889070472317532e-01,4.287699931621751226e-01,1.666666666666666574e-01
9.795545186563046902e-02,1.658717113076857430e-01,4.294649095837229646e-01,1.666666666666666574e-01
9.743525072118794372e-02,1.692209754197269156e-01,4.294649095837229646e-01,1.666666666666666574e-01
9.737219603701309512e-02,1.697055498018945896e-01,4.294649095837229646e-01,1.666666666666666574e-01
